	 D00035	 D00110	 D00136	 D00195	 D00219	 D00225	 D00227	 D00228	 D00234	 D00252	 	D00274	 D00283	 D00293	 D00294	 D00303	 D00319	 D00326	 D00329	 D00331	 D00332	 D00335	 D00336	 D00338	 D00340	 D00345	 D00349	 D00351	 D00354	 D00358	 D00364	 D00367	 D00373	 D00379	 D00380	 D00392	 D00394	 D00418	 D00437	 D00438	 D00451	 D00456	 D00464	 D00474	 D00477	 D00480	 D00495	 D00499	 D00504	 D00512	 D00513	 D00519	 D00521	 D00524	 D00528	 D00530	 D00533	 D00536	 D00537	 D00538	 D00539	 D00542	 D00543	 D00544	 D00545	 D00546	 D00547	 D00548	 D00549	 D00550	 D00552	 D00553	 D00560	 D00563	 D00574	 D00593	 D00594	 D00607	 D00611	 D00615	 D00616	 D00617	 D00618	 D00619	 D00629	 D00631	 D00633	 D00636	 D00638	 D00639	 D00640	 D00642	 D00647	 D00648	 D00649	 D00650	 D00651	 D00654	 D00656	 D00658	 D00677	 D00678	 D00694	 D00697	 D00704	 D00708	 D00709	 D00711	 D00726	 D00732	 D00733	 D00735	 D00738	 D00739	 D00740	 D00741	 D00759	 D00760	 D00761	 D00765	 D00771	 D00775	 D00779	 D00791	 D00798	 D00799	 D00809	 D00812	 D00816	 D00823	 D00831	 D00960	 D00963	 D00964	 D01071	 D01108	 D01111	 D01118	 D01242	 D01243	 D01253	 D01256	 D01275	 D01287	 D01295	 D01350	 D01448	 D01450	 D01453	 D01575	 D01599	 D01603	 D01712	 D01768	 D01799	 D01828	 D01854	 D01969	 D02041	 D02086	 D02087	 D02088	 D02092	 D02098	 D02101	 D02163	 D02173	 D02204	 D02207	 D02234	 D02237	 D02253	 D02261	 D02262	 D02272	 D02347	 D02356	 D02360	 D02362	 D02409	 D02461	 D02485	 D02546	 D02566	 D02630	 D02914	 D03037	 D03180	 D03274	 D03365	 D03450	 D03580	 D03742	 D03826	 D03830	 D03878	 D03991	 D04034	 D04048	 D04370	 D04790	 D04985	 D04999	 D05024	 D05077	 D05156	 D05453	 D05458	 D05461	 D06106	 D06172
D00543	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00544	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00545	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00546	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00547	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00548	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00549	0.00000	0.03410	0.06720	0.04830	0.00000	0.08090	0.05710	0.01070	0.00020	0.07270	0.02830	0.07550	0.10740	0.00280	0.04390	0.02070	0.05270	0.01420	0.11640	0.00000	0.04570	0.03950	0.00000	0.06310	0.00750	0.01060	0.00000	0.08320	0.13310	0.04680	0.00000	0.01380	0.00000	0.00000	0.00000	0.03360	0.02180	0.06800	0.03350	0.06340	0.09180	0.00000	0.00000	0.04470	0.06250	0.00000	0.04250	0.00000	0.07210	0.02470	0.00000	0.00000	0.00000	0.02840	0.00000	0.06510	0.00000	0.06260	0.02990	0.00590	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.27780	0.04970	0.00280	0.03000	0.05440	0.00000	0.01950	0.02470	0.00000	0.00000	0.07730	0.08580	0.06090	0.00450	0.07710	0.00010	0.00600	0.01860	0.10920	0.06010	0.01400	0.04870	0.00270	0.05160	0.00500	0.00000	0.01360	0.00000	0.00000	0.00000	0.00370	0.02970	0.08950	0.02610	0.00000	0.00000	0.00000	0.08840	0.07450	0.05420	0.01820	0.00000	0.00000	0.02330	0.00000	0.00200	0.00930	0.15440	0.00000	0.00000	0.21210	0.00000	0.00000	0.03720	0.02380	0.01040	0.00660	0.02900	0.03380	0.01950	0.06840	0.00000	0.00000	0.00000	0.00000	0.06890	0.00000	0.03240	0.00000	0.04390	0.00000	0.03540	0.00000	0.04860	0.07560	0.00000	0.00000	0.00380	0.12350	0.02840	0.00000	0.02870	0.00000	0.04950	0.00000	0.00000	0.00000	0.00130	0.00000	0.01690	0.12940	0.00000	0.00000	0.04000	0.02040	0.04830	0.02320	0.05380	0.00000	0.06110	0.00020	0.00000	0.00170	0.00000	0.00000	0.01010	0.00000	0.08670	0.07610	0.09200	0.00000	0.00000	0.00000	0.00000	0.02920	0.00130	0.06720	0.00000	0.00000	0.01820	0.00000	0.00000	0.01540	0.02470	0.05290	0.07900	0.00000	0.00000	0.01750	0.15780	0.01640	0.00000	0.00000	0.00000	0.02280	0.00000	0.00000	0.00330	0.00000	0.00000	0.06790	0.00000	
D00550	0.00000	0.04070	0.08800	0.07960	0.00000	0.09820	0.06300	0.03940	0.00020	0.07630	0.00010	0.07250	0.11300	0.00390	0.01270	0.03350	0.07530	0.03030	0.09430	0.00000	0.01990	0.02980	0.00000	0.05120	0.01290	0.00170	0.00000	0.08150	0.14430	0.02920	0.00300	0.01650	0.00080	0.00020	0.00000	0.02350	0.02340	0.05340	0.00880	0.07600	0.08280	0.00000	0.00000	0.01280	0.03410	0.00000	0.02220	0.00000	0.06850	0.01480	0.00010	0.00000	0.00000	0.04450	0.00000	0.06650	0.00000	0.06400	0.03230	0.02280	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.27780	1.00000	0.08580	0.01610	0.01370	0.06690	0.00000	0.02690	0.01160	0.00000	0.00000	0.05420	0.05930	0.05080	0.00630	0.04320	0.00020	0.00830	0.05530	0.04190	0.02230	0.02060	0.02280	0.00270	0.02970	0.00690	0.00000	0.00770	0.00000	0.00000	0.00000	0.00110	0.02560	0.08450	0.02320	0.00000	0.00000	0.00000	0.08560	0.08930	0.04000	0.02530	0.02820	0.00000	0.02130	0.00000	0.01010	0.01030	0.12110	0.00000	0.00000	0.21260	0.00000	0.00000	0.06580	0.06450	0.01380	0.01210	0.04330	0.02270	0.01450	0.08440	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00870	0.00000	0.02360	0.00000	0.02680	0.00000	0.04220	0.05380	0.00000	0.00000	0.02580	0.11620	0.04450	0.00000	0.01950	0.00000	0.02920	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.13990	0.00000	0.00000	0.01020	0.03260	0.07960	0.06140	0.03910	0.00000	0.08490	0.00030	0.00000	0.00030	0.00000	0.00000	0.00000	0.00000	0.04870	0.07750	0.08940	0.00000	0.00000	0.00000	0.00000	0.02790	0.00180	0.03750	0.00000	0.00000	0.03820	0.00000	0.00000	0.01930	0.03510	0.00000	0.04350	0.00000	0.00000	0.03800	0.07880	0.02330	0.00000	0.00000	0.00000	0.00160	0.00000	0.00000	0.00460	0.00000	0.00000	0.06970	0.00000	
D00552	0.00000	0.00180	0.02380	0.04670	0.00000	0.02390	0.00180	0.00000	0.00000	0.01630	0.00000	0.02360	0.00150	0.00000	0.00000	0.00690	0.01820	0.00000	0.03450	0.00000	0.00020	0.00700	0.00000	0.01600	0.00000	0.00000	0.00000	0.01560	0.10030	0.00000	0.00000	0.03550	0.00000	0.00000	0.00000	0.00000	0.03640	0.02670	0.00000	0.00210	0.00520	0.00000	0.00000	0.00000	0.03860	0.00000	0.01210	0.00000	0.00400	0.00840	0.00000	0.00000	0.00000	0.03670	0.00000	0.01450	0.00000	0.00780	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04970	0.08580	1.00000	0.02970	0.00000	0.02620	0.00000	0.00140	0.00000	0.00000	0.00000	0.00500	0.00060	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.04500	0.00890	0.00000	0.00010	0.00000	0.00880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00550	0.00000	0.00000	0.00000	0.00000	0.01390	0.00010	0.01210	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.06150	0.00010	0.00000	0.00000	0.00680	0.00000	0.00000	0.00600	0.00000	0.04070	0.00000	0.00010	0.00000	0.00010	0.02560	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00810	0.00000	0.00000	0.00000	0.00660	0.00000	0.13560	0.00000	0.00000	0.00730	0.03670	0.00000	0.00000	0.00000	0.00190	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09380	0.00000	0.00000	0.00000	0.00000	0.04670	0.00000	0.03140	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00620	0.00710	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00420	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00590	0.00000	0.00020	0.00000	0.00000	0.00010	0.00910	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00553	0.00000	0.01460	0.01320	0.01360	0.00000	0.02010	0.00030	0.04110	0.00000	0.01830	0.00000	0.00920	0.03720	0.00000	0.00000	0.00040	0.02060	0.00000	0.01380	0.00000	0.00010	0.00280	0.00000	0.03960	0.00040	0.00000	0.00000	0.03460	0.14220	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00050	0.00020	0.00000	0.00220	0.03110	0.00000	0.00000	0.00000	0.00050	0.00000	0.00050	0.00000	0.01470	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.02070	0.00000	0.01370	0.00030	0.00060	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00280	0.01610	0.02970	1.00000	0.00000	0.00440	0.00000	0.00020	0.00000	0.00000	0.00000	0.03020	0.01310	0.00050	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03260	0.00040	0.00000	0.00000	0.00000	0.00020	0.00050	0.00520	0.00000	0.00070	0.00000	0.00080	0.00000	0.00000	0.05020	0.00000	0.00000	0.00000	0.00660	0.00000	0.00000	0.00030	0.00010	0.00000	0.00000	0.00030	0.00000	0.00000	0.01530	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00050	0.00000	0.01740	0.00000	0.00190	0.00090	0.00000	0.00000	0.00000	0.01800	0.00000	0.00000	0.00000	0.00000	0.00030	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05730	0.00000	0.00000	0.00000	0.00010	0.01360	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.01320	0.01870	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04950	0.00000	0.00000	0.01840	0.00000	0.00000	0.00000	0.00010	0.00000	0.00020	0.00000	0.00000	0.01860	0.03340	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00130	0.00000	
D00560	0.00000	0.00300	0.12130	0.00410	0.00000	0.03000	0.00080	0.00100	0.00000	0.06410	0.00250	0.04590	0.02870	0.00000	0.00030	0.02070	0.03500	0.00540	0.03530	0.00000	0.00750	0.00260	0.00000	0.00540	0.00020	0.00000	0.00000	0.05330	0.00800	0.01740	0.00000	0.03980	0.00000	0.00000	0.00000	0.01580	0.00030	0.00950	0.00000	0.01230	0.06010	0.00000	0.00000	0.00000	0.01250	0.00000	0.00000	0.00000	0.01770	0.00060	0.00000	0.00000	0.00000	0.00260	0.00000	0.03060	0.00000	0.05610	0.02120	0.01170	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03000	0.01370	0.00000	0.00000	1.00000	0.02270	0.00000	0.01380	0.00000	0.00000	0.00000	0.01790	0.02420	0.04360	0.00000	0.02400	0.00040	0.00000	0.00000	0.01260	0.01680	0.00000	0.00800	0.00000	0.00940	0.00000	0.00000	0.00120	0.00000	0.00000	0.00000	0.00000	0.03000	0.06290	0.00540	0.00000	0.00000	0.00000	0.03380	0.00000	0.05960	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00480	0.00000	0.00000	0.00010	0.00000	0.00000	0.04970	0.04080	0.00090	0.03620	0.00710	0.02860	0.00330	0.05540	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00170	0.00000	0.01620	0.00000	0.02140	0.00000	0.00940	0.00000	0.00000	0.00000	0.03940	0.00560	0.00260	0.00000	0.00000	0.00000	0.00090	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00640	0.00000	0.00000	0.02020	0.00000	0.00410	0.05940	0.03360	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02690	0.03610	0.04570	0.00000	0.00000	0.00000	0.00000	0.03190	0.00000	0.02380	0.00000	0.00000	0.02140	0.00000	0.00000	0.00270	0.00750	0.00000	0.03460	0.00000	0.00000	0.02190	0.00000	0.03470	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00550	0.00000	
D00563	0.00000	0.08230	0.14660	0.08200	0.00000	0.18860	0.05230	0.06450	0.00010	0.17860	0.02640	0.14110	0.14090	0.00440	0.00680	0.04690	0.18690	0.03600	0.09690	0.00000	0.06250	0.01720	0.00000	0.12750	0.04580	0.02070	0.00000	0.16940	0.06070	0.04160	0.00260	0.04800	0.00000	0.00000	0.00000	0.07650	0.03410	0.06630	0.02420	0.06620	0.07870	0.00000	0.00000	0.02760	0.08260	0.00000	0.02040	0.00000	0.12150	0.02540	0.03670	0.00000	0.00000	0.06900	0.00000	0.14460	0.00000	0.13860	0.05440	0.04630	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05440	0.06690	0.02620	0.00440	0.02270	1.00000	0.00000	0.05620	0.02090	0.00000	0.00000	0.13310	0.04980	0.03520	0.01550	0.07720	0.01520	0.00000	0.00000	0.07740	0.03300	0.04010	0.05300	0.00060	0.06170	0.00000	0.00000	0.01880	0.00000	0.00000	0.01980	0.02750	0.02390	0.07500	0.09660	0.00000	0.00000	0.00000	0.17320	0.01770	0.08350	0.00160	0.00640	0.00000	0.00610	0.00000	0.01540	0.00000	0.00860	0.00000	0.00000	0.02330	0.00000	0.00000	0.09100	0.06190	0.04220	0.05140	0.08000	0.00040	0.05370	0.21810	0.00000	0.00000	0.00000	0.00000	0.05170	0.00000	0.02030	0.00000	0.07330	0.00000	0.06320	0.00000	0.06070	0.00230	0.00000	0.00000	0.04340	0.03260	0.06900	0.00000	0.02350	0.00000	0.05370	0.00000	0.00000	0.00000	0.01520	0.00000	0.00010	0.05890	0.00000	0.00000	0.04290	0.00010	0.08210	0.05060	0.05040	0.00000	0.00000	0.00030	0.00000	0.00770	0.00000	0.00000	0.00900	0.00000	0.07800	0.15840	0.15810	0.00000	0.00000	0.00000	0.00000	0.07610	0.01750	0.06520	0.00000	0.00000	0.06610	0.00000	0.00000	0.05870	0.08970	0.00000	0.01840	0.00000	0.00000	0.06390	0.00860	0.01090	0.00000	0.00000	0.00000	0.00520	0.00000	0.00000	0.02960	0.00000	0.00000	0.02770	0.00000	
