	 D00049	 D00059	 D00079	 D00094	 D00095	 D00106	 D00110	 D00113	 D00136	 D00139	 D00180	 D00225	 D00227	 D00232	 D00234	 D00235	 D00241	 D00255	 D00270	 D00274	 D00281	 D00283	 D00295	 D00300	 D00301	 D00306	 D00318	 D00332	 D00336	 D00356	 D00364	 D00371	 D00380	 D00394	 D00397	 D00400	 D00410	 D00411	 D00415	 D00419	 D00422	 D00426	 D00432	 D00437	 D00440	 D00442	 D00443	 D00451	 D00454	 D00465	 D00480	 D00483	 D00493	 D00494	 D00498	 D00499	 D00503	 D00509	 D00513	 D00514	 D00520	 D00521	 D00522	 D00523	 D00524	 D00525	 D00528	 D00540	 D00542	 D00559	 D00560	 D00563	 D00574	 D00598	 D00601	 D00604	 D00606	 D00607	 D00609	 D00613	 D00627	 D00632	 D00635	 D00645	 D00646	 D00665	 D00666	 D00673	 D00674	 D00675	 D00676	 D00682	 D00683	 D00684	 D00687	 D00688	 D00715	 D00726	 D00760	 D00765	 D00769	 D00775	 D00779	 D00780	 D00790	 D00837	 D00838	 D00845	 D00954	 D00965	 D00987	 D00996	 D01020	 D01022	 D01024	 D01051	 D01071	 D01103	 D01118	 D01126	 D01164	 D01227	 D01236	 D01242	 D01269	 D01295	 D01297	 D01324	 D01332	 D01346	 D01352	 D01358	 D01386	 D01390	 D01441	 D01454	 D01462	 D01603	 D01652	 D01692	 D01699	 D01712	 D01713	 D01717	 D01745	 D01782	 D01828	 D01871	 D01891	 D01925	 D01964	 D01965	 D01973	 D01994	 D02007	 D02066	 D02070	 D02076	 D02082	 D02147	 D02149	 D02150	 D02234	 D02237	 D02250	 D02278	 D02279	 D02327	 D02338	 D02340	 D02342	 D02349	 D02354	 D02356	 D02357	 D02358	 D02359	 D02361	 D02374	 D02566	 D02578	 D02588	 D02614	 D02671	 D02721	 D02725	 D02826	 D02884	 D02910	 D03165	 D03187	 D03210	 D03274	 D03365	 D03415	 D03442	 D03490	 D03503	 D03621	 D03642	 D03654	 D03858	 D03879	 D03880	 D03881	 D03966	 D04006	 D04034	 D04040	 D04375	 D04625	 D04716	 D04979	 D05113	 D05129	 D05246	 D05312	 D05341	 D05740	 D05792	 D05938	 D06056	 D06396
D00598	0.00000	0.00000	0.00000	0.00000	0.00000	0.00350	0.00000	0.04580	0.00560	0.00000	0.00000	0.00880	0.00000	0.00000	0.00000	0.29150	0.04220	0.08310	0.00730	0.02300	0.05230	0.04080	0.02500	0.00000	0.00000	0.00000	0.01900	0.00000	0.00000	0.09530	0.00000	0.00000	0.00000	0.03220	0.12960	0.00470	0.00000	0.00000	0.08460	0.02770	0.00940	0.15100	0.25450	0.01760	0.01070	0.09510	0.00000	0.08530	0.05320	0.06190	0.02860	0.36540	0.00880	0.02860	0.00000	0.00000	0.01220	0.00000	0.45040	0.05840	0.00000	0.00000	0.01860	0.00570	0.11690	0.02080	0.04140	0.02630	0.00000	0.07340	0.00050	0.03150	0.00000	1.00000	0.26840	0.05230	0.15890	0.00000	0.00340	0.00160	0.11440	0.00000	0.26840	0.00000	0.00130	0.00000	0.00000	0.00940	0.08120	0.08100	0.08530	0.00000	0.02270	0.00000	0.01840	0.00000	0.00000	0.05170	0.00000	0.00000	0.01100	0.00000	0.00000	0.00190	0.00000	0.00020	0.00000	0.00000	0.00000	0.10330	0.03110	0.00000	0.00000	0.00000	0.00060	0.00000	0.00000	0.05200	0.00000	0.00000	0.08140	0.03600	0.00000	0.02860	0.08000	0.00000	0.00000	0.00000	0.04320	0.00000	0.00000	0.00000	0.00000	0.00000	0.05290	0.00000	0.00000	0.00000	0.00000	0.01830	0.00080	0.00000	0.00000	0.00470	0.00680	0.00000	0.00000	0.00000	0.00000	0.00000	0.11100	0.00000	0.13910	0.00000	0.00000	0.00000	0.00000	0.11430	0.09080	0.02270	0.00000	0.00000	0.00000	0.00000	0.09510	0.00000	0.00000	0.00000	0.32650	0.00370	0.28110	0.00470	0.00000	0.11460	0.00000	0.26840	0.00000	0.00000	0.05000	0.02580	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03320	0.00190	0.00000	0.00000	0.00730	0.00000	0.08310	0.00000	0.00000	0.02500	0.00000	0.00000	0.00080	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00730	0.09080	0.00000	0.00000	0.00000	0.00000	0.00260	0.00000	0.00000	0.03700	0.00000	0.08100	0.01840	0.00000	0.09250	0.00000	
D00601	0.00000	0.00000	0.00000	0.00000	0.07910	0.02470	0.00000	0.00120	0.00000	0.00000	0.00000	0.03630	0.00000	0.00000	0.00000	0.32180	0.10440	0.05550	0.00310	0.00110	0.10280	0.05970	0.02670	0.00950	0.00000	0.00000	0.03960	0.00000	0.01590	0.00050	0.00000	0.00000	0.02500	0.03310	0.00000	0.00000	0.00000	0.00000	0.00300	0.00000	0.01000	0.09780	0.28390	0.04580	0.00190	0.01280	0.00000	0.04180	0.02770	0.00040	0.14170	0.41400	0.00370	0.14170	0.01440	0.00330	0.00380	0.00000	0.42750	0.13310	0.00000	0.00000	0.03350	0.08390	0.00000	0.00030	0.00000	0.02940	0.00000	0.06890	0.00110	0.00000	0.00000	0.26840	1.00000	0.10280	0.03360	0.00000	0.00000	0.00000	0.04660	0.08880	1.00000	0.00000	0.00140	0.00000	0.00950	0.01000	0.00080	0.09450	0.04180	0.00000	0.05060	0.00000	0.03930	0.00000	0.00000	0.05520	0.00000	0.00000	0.00000	0.00000	0.00030	0.10260	0.00000	0.00000	0.00000	0.00000	0.00000	0.11000	0.01110	0.07910	0.00000	0.00000	0.00000	0.00000	0.00000	0.05110	0.00000	0.00000	0.01810	0.09320	0.00000	0.14170	0.08550	0.00000	0.00000	0.00000	0.00080	0.00000	0.00000	0.00000	0.00000	0.00000	0.14360	0.00000	0.00000	0.00000	0.00000	0.06360	0.00090	0.00000	0.00000	0.00000	0.02970	0.00000	0.00000	0.00000	0.00000	0.00000	0.00050	0.00000	0.05480	0.00000	0.00000	0.00000	0.00000	0.00050	0.00000	0.05060	0.07910	0.00000	0.01260	0.00000	0.01280	0.00000	0.00000	0.00000	0.40210	0.00670	0.30140	0.00000	0.00000	0.17630	0.11850	1.00000	0.00000	0.00000	0.00000	0.02570	0.00000	0.00000	0.00000	0.00000	0.00940	0.00000	0.00000	0.00000	0.07250	0.10260	0.00000	0.00000	0.00310	0.00000	0.05550	0.00000	0.00000	0.02670	0.00000	0.00000	0.00090	0.00000	0.08880	0.08880	0.08880	0.00000	0.00000	0.00310	0.00000	0.00000	0.00000	0.00000	0.00000	0.03570	0.00000	0.00000	0.03410	0.00000	0.09450	0.03930	0.00000	0.06600	0.00000	
D00604	0.00000	0.00000	0.00000	0.00000	0.00000	0.01990	0.00000	0.00310	0.00000	0.00000	0.00000	0.05520	0.00040	0.00000	0.00000	0.14570	0.15820	0.07880	0.00020	0.01380	1.00000	0.00440	0.00000	0.00000	0.00000	0.00000	0.00870	0.00000	0.00000	0.00060	0.00000	0.00000	0.00000	0.02470	0.00000	0.00000	0.00000	0.00000	0.00770	0.00000	0.13020	0.00890	0.08660	0.00290	0.00000	0.03510	0.00000	0.00570	0.08500	0.00050	0.00800	0.09030	0.00030	0.00800	0.00000	0.18760	0.01530	0.00000	0.08950	0.10540	0.00000	0.00000	0.00000	0.06000	0.00000	0.00700	0.00000	0.00000	0.00000	0.05790	0.00000	0.01400	0.00000	0.05230	0.10280	1.00000	0.00600	0.00000	0.00030	0.00000	0.00020	0.00000	0.10280	0.00000	0.00180	0.00000	0.00000	0.13020	0.00750	0.01220	0.00570	0.00000	0.00220	0.00000	0.00030	0.00000	0.00000	0.07120	0.00000	0.00000	0.00570	0.00000	0.00040	0.00430	0.00000	0.13310	0.00000	0.00000	0.00000	0.00140	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00510	0.00000	0.00000	0.04030	0.00830	0.00000	0.00800	0.11010	0.00000	0.00000	0.00000	0.00110	0.00000	0.00000	0.00000	0.00000	0.00000	0.03610	0.00000	0.00000	0.00000	0.00000	0.00000	0.00120	0.00000	0.00000	0.00000	0.02480	0.00000	0.00000	0.00000	0.00000	0.00000	0.00060	0.00000	0.01580	0.00000	0.00000	0.00000	0.00000	0.08010	0.00020	0.00220	0.00000	0.00000	0.00000	0.00000	0.03510	0.00000	0.00000	0.00000	0.08640	0.00440	0.09990	0.00000	0.00000	0.01050	0.01170	0.10280	0.00000	0.00000	0.00000	0.02300	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04460	0.00430	0.00000	0.00000	0.00020	0.00000	0.07880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00120	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00020	0.00000	0.00000	0.00000	0.00000	0.00270	0.00000	0.00000	0.00250	0.00000	0.01220	0.00030	0.00000	0.00000	0.00000	
D00606	0.00000	0.00000	0.00000	0.00000	0.00000	0.00040	0.00000	0.00000	0.00000	0.00000	0.00000	0.00280	0.00000	0.00000	0.00000	0.12420	0.00390	0.17940	0.00000	0.00000	0.00600	0.00210	0.06690	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.18870	0.00000	0.00000	0.00000	0.06920	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.04950	0.05020	0.27370	0.00000	0.00020	0.00000	0.01600	0.01920	0.15840	0.00620	0.05190	0.00000	0.00620	0.00000	0.00830	0.00000	0.00000	0.05520	0.04410	0.00000	0.00000	0.00040	0.00000	0.31330	0.00060	0.00000	0.07010	0.00000	0.00140	0.00000	0.10760	0.00000	0.15890	0.03360	0.00600	1.00000	0.00000	0.00050	0.00000	0.12020	0.00000	0.03360	0.00000	0.00000	0.00000	0.00000	0.00000	0.00030	0.00000	0.01600	0.00000	0.00430	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00050	0.00000	0.00070	0.00330	0.00000	0.16460	0.00000	0.00030	0.00000	0.00260	0.00050	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00240	0.00290	0.00000	0.00620	0.00090	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00080	0.00000	0.00000	0.00000	0.00000	0.00000	0.17960	0.00000	0.00040	0.00000	0.00000	0.00000	0.00000	0.17000	0.19920	0.00430	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00220	0.00000	0.00320	0.00000	0.00000	0.00000	0.12140	0.03360	0.00000	0.00000	0.00000	0.06450	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00270	0.00330	0.00000	0.00000	0.00000	0.00000	0.17940	0.00000	0.00000	0.06690	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.19920	0.00000	0.00000	0.00000	0.00000	0.00210	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00030	0.09130	0.00000	
D00607	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00609	0.00000	0.00000	0.00000	0.00000	0.00000	0.00030	0.00000	0.00000	0.25980	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00030	0.04760	0.00010	0.00030	0.03030	0.00010	0.00010	0.00000	0.00000	0.00000	0.00000	0.00010	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00670	0.00020	0.02370	0.00000	0.00030	0.00020	0.00220	0.00020	0.00170	0.02820	0.00010	0.00000	0.00000	0.19200	0.00000	0.00000	0.00000	0.00010	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09290	0.00000	0.00000	0.00000	0.05530	0.00000	0.00270	0.00000	0.00340	0.00000	0.00030	0.00050	0.00000	1.00000	0.00010	0.00030	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00020	0.00010	0.00010	0.00170	0.00000	0.00030	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.11310	0.00000	0.00050	0.00010	0.00000	0.00010	0.00000	0.00020	0.00000	0.00040	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.02440	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09060	0.00000	0.00000	0.00000	0.00920	0.00070	0.00000	0.00000	0.00000	0.00000	0.00000	0.00030	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00030	0.00030	0.00030	0.00000	0.00000	0.00010	0.00000	0.00220	0.00000	0.00000	0.00000	0.00010	0.00010	0.00020	0.00920	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.04760	0.00000	0.00030	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04760	0.00030	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00020	0.00020	0.00000	0.00000	
D00613	0.00000	0.00000	0.00000	0.00000	0.00000	0.02960	0.00000	0.00200	0.00320	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00160	0.03100	0.00000	0.00000	0.00000	0.00130	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01930	0.00000	0.00000	0.01320	0.00010	0.02820	0.00000	0.00000	0.00000	0.01190	0.00110	0.00000	0.00010	0.00010	0.00010	0.00010	0.00000	0.00000	0.00010	0.00010	0.00010	0.00250	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00050	0.00000	0.00000	0.00000	0.00160	0.00000	0.00000	0.00000	0.00000	0.00010	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.01900	0.02470	0.01190	0.00000	0.03140	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00100	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00010	0.00010	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.01370	0.00010	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02090	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.03140	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03100	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02470	0.00000	0.00000	0.00000	0.00000	
D00627	0.00000	0.00000	0.00000	0.00000	0.00000	0.01960	0.00000	0.00780	0.00000	0.00000	0.00000	0.00000	0.03730	0.00000	0.00000	0.04740	0.00020	0.07550	0.05420	0.00000	0.00020	0.01780	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.03280	0.00000	0.00330	0.00000	0.15090	0.00000	0.00000	0.12950	0.00190	0.10040	0.14970	0.00000	0.08100	0.01500	0.02030	0.00000	0.04550	0.09970	0.10360	0.00680	0.00000	0.00000	0.00680	0.00000	0.00000	0.00020	0.02170	0.00000	0.00720	0.00000	0.00000	0.10480	0.13010	0.00000	0.06660	0.00000	0.00000	0.00000	0.13470	0.00000	0.12720	0.00000	0.11440	0.04660	0.00020	0.12020	0.00000	0.00030	0.00000	1.00000	0.00000	0.04660	0.00000	0.04860	0.00000	0.00000	0.10040	0.04990	0.00720	0.04550	0.00000	0.06800	0.00000	0.05590	0.00000	0.00000	0.00000	0.00000	0.00000	0.00740	0.00000	0.00040	0.00000	0.00000	0.09810	0.00000	0.00000	0.00000	0.00010	0.01750	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09340	0.00000	0.00000	0.13680	0.01580	0.00000	0.00680	0.00000	0.00000	0.00000	0.00000	0.00040	0.00000	0.00000	0.00000	0.00000	0.00000	0.07030	0.00000	0.00000	0.00000	0.00000	0.18650	0.00010	0.03280	0.00000	0.00000	0.00040	0.00000	0.00000	0.00000	0.00000	0.00000	0.00210	0.00000	0.10560	0.00000	0.00000	0.00000	0.00000	0.00210	0.27400	0.06800	0.00000	0.00000	0.00000	0.00000	0.02030	0.00000	0.00000	0.00000	0.00000	0.00000	0.00120	0.00000	0.00000	0.03790	0.06330	0.04660	0.00000	0.00000	0.00010	0.00310	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04850	0.00000	0.00000	0.00000	0.05420	0.00000	0.07550	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05420	0.27400	0.00000	0.00000	0.00000	0.00000	0.04180	0.00000	0.00000	0.00100	0.00000	0.00720	0.05590	0.00000	0.09990	0.00000	
D00632	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04420	0.00000	0.00000	0.00000	0.00000	0.07820	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09310	0.00000	0.00000	0.00000	0.00000	0.05460	0.00000	0.00000	0.00000	0.00000	0.07110	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00260	0.08110	0.02080	0.00000	0.10790	0.00000	0.05800	0.00000	0.06530	0.02380	0.00000	0.00270	0.00000	0.00000	0.00270	0.00000	0.00000	0.00000	0.00000	0.14600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01170	0.00000	0.03210	0.00000	0.00000	0.08880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.08880	0.00000	0.00000	0.00000	0.00000	0.08110	0.03100	0.00000	0.06530	0.00000	0.00000	0.00000	0.07860	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09870	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00070	0.00000	0.00000	0.00270	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05670	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07110	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05800	0.00000	0.00000	0.00000	0.14170	0.00000	0.09680	0.00000	0.00000	0.00000	0.00000	0.08880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00090	0.09870	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	1.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.06460	0.00000	0.00000	0.00000	0.00000	0.00000	0.07860	0.00000	0.00000	0.00000	
D00635	0.00000	0.00000	0.00000	0.00000	0.07910	0.02470	0.00000	0.00120	0.00000	0.00000	0.00000	0.03630	0.00000	0.00000	0.00000	0.32180	0.10440	0.05550	0.00310	0.00110	0.10280	0.05970	0.02670	0.00950	0.00000	0.00000	0.03960	0.00000	0.01590	0.00050	0.00000	0.00000	0.02500	0.03310	0.00000	0.00000	0.00000	0.00000	0.00300	0.00000	0.01000	0.09780	0.28390	0.04580	0.00190	0.01280	0.00000	0.04180	0.02770	0.00040	0.14170	0.41400	0.00370	0.14170	0.01440	0.00330	0.00380	0.00000	0.42750	0.13310	0.00000	0.00000	0.03350	0.08390	0.00000	0.00030	0.00000	0.02940	0.00000	0.06890	0.00110	0.00000	0.00000	0.26840	1.00000	0.10280	0.03360	0.00000	0.00000	0.00000	0.04660	0.08880	1.00000	0.00000	0.00140	0.00000	0.00950	0.01000	0.00080	0.09450	0.04180	0.00000	0.05060	0.00000	0.03930	0.00000	0.00000	0.05520	0.00000	0.00000	0.00000	0.00000	0.00030	0.10260	0.00000	0.00000	0.00000	0.00000	0.00000	0.11000	0.01110	0.07910	0.00000	0.00000	0.00000	0.00000	0.00000	0.05110	0.00000	0.00000	0.01810	0.09320	0.00000	0.14170	0.08550	0.00000	0.00000	0.00000	0.00080	0.00000	0.00000	0.00000	0.00000	0.00000	0.14360	0.00000	0.00000	0.00000	0.00000	0.06360	0.00090	0.00000	0.00000	0.00000	0.02970	0.00000	0.00000	0.00000	0.00000	0.00000	0.00050	0.00000	0.05480	0.00000	0.00000	0.00000	0.00000	0.00050	0.00000	0.05060	0.07910	0.00000	0.01260	0.00000	0.01280	0.00000	0.00000	0.00000	0.40210	0.00670	0.30140	0.00000	0.00000	0.17630	0.11850	1.00000	0.00000	0.00000	0.00000	0.02570	0.00000	0.00000	0.00000	0.00000	0.00940	0.00000	0.00000	0.00000	0.07250	0.10260	0.00000	0.00000	0.00310	0.00000	0.05550	0.00000	0.00000	0.02670	0.00000	0.00000	0.00090	0.00000	0.08880	0.08880	0.08880	0.00000	0.00000	0.00310	0.00000	0.00000	0.00000	0.00000	0.00000	0.03570	0.00000	0.00000	0.03410	0.00000	0.09450	0.03930	0.00000	0.06600	0.00000	
D00645	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
